"spkid","full_name","neo","pha","diameter","per","first_obs","last_obs","H"
54087813,"       (2020 VX4)",Y,N,,489,2020-11-13,2020-11-18,27.50
54087812,"       (2020 VY4)",Y,N,,253,2020-11-13,2020-11-23,25.00
54087831,"       (2020 VA5)",Y,N,,1.42e+03,2020-11-12,2020-11-15,27.26
54087834,"       (2020 VB5)",Y,N,,787,2020-11-14,2020-11-15,27.70
54087835,"       (2020 VC5)",Y,N,,1.67e+03,2020-11-13,2021-02-07,20.54
54087832,"       (2020 VD5)",Y,N,,939,2020-11-14,2020-11-19,26.70
54087833,"       (2020 VE5)",Y,N,,487,2020-11-14,2020-11-15,27.50
54087837,"       (2020 VH5)",Y,N,,984,2020-11-13,2020-11-15,29.23
54087838,"       (2020 VK5)",Y,N,,841,2020-11-14,2020-12-05,24.00
54087839,"       (2020 VL5)",Y,N,,1.43e+03,2020-11-14,2020-11-23,25.20
54087840,"       (2020 VM5)",Y,N,,1.13e+03,2020-11-15,2020-11-16,27.60
54087841,"       (2020 VO5)",Y,N,,433,2020-11-14,2020-11-21,22.90
54087842,"       (2020 VP5)",Y,N,,719,2020-11-14,2020-11-23,23.80
54087844,"       (2020 VQ5)",Y,N,,1.13e+03,2020-11-14,2020-11-24,24.77
54087843,"       (2020 VR5)",Y,N,,1.25e+03,2020-11-14,2020-11-21,25.10
54087845,"       (2020 VS5)",Y,N,,1.15e+03,2020-11-14,2020-11-16,25.20
54087846,"       (2020 VT5)",Y,N,,1.3e+03,2020-11-14,2020-11-28,24.60
54087855,"       (2020 VU5)",Y,N,,277,2020-11-14,2020-11-22,27.40
54087856,"       (2020 VV5)",Y,N,,566,2020-11-10,2020-11-16,26.59
54087857,"       (2020 VW5)",Y,N,,665,2020-11-13,2020-11-21,25.20
54087859,"       (2020 VX5)",Y,N,,445,2014-04-28,2026-02-13,23.44
54087858,"       (2020 VY5)",Y,N,,1.23e+03,2020-11-13,2020-12-19,24.30
54087860,"       (2020 VZ5)",Y,Y,,306,2015-11-28,2025-12-21,21.02
54087861,"       (2020 VA6)",Y,N,,805,2020-11-14,2020-12-05,23.50
54087863,"       (2020 VD6)",Y,N,,284,2020-11-14,2020-11-24,23.97
54087864,"       (2020 VE6)",Y,N,,952,2020-11-14,2020-12-17,23.70
54087865,"       (2020 VF6)",Y,N,,744,2020-11-14,2020-11-24,25.00
54087866,"       (2020 VK6)",Y,N,,1.51e+03,2020-11-12,2021-03-11,25.50
54088798,"       (2020 VL6)",Y,N,,1.25e+03,2020-11-10,2020-11-22,24.40
54088800,"       (2020 VM6)",Y,N,,380,2020-11-13,2022-10-25,22.80
54088801,"       (2020 VN6)",Y,N,,1.37e+03,2020-11-15,2020-11-21,27.70
54088806,"       (2020 VQ6)",Y,N,,1.42e+03,2020-11-15,2021-05-11,21.09
54091659,"       (2020 VV6)",Y,N,,541,2020-11-14,2020-11-19,28.44
54096685,"       (2020 VZ6)",Y,N,,1.04e+03,2020-11-14,2020-12-05,25.00
54097867,"       (2020 VC7)",Y,N,,1.18e+03,2020-11-05,2021-01-17,24.29
54099604,"       (2020 VD7)",Y,N,,1.23e+03,2020-08-29,2020-12-17,21.00
54101345,"       (2020 VE7)",Y,N,,1.02e+03,2020-11-05,2020-12-20,25.40
54087867,"       (2020 WA)",Y,N,,1.69e+03,2020-11-13,2020-11-20,26.10
54088799,"       (2020 WB)",Y,N,,507,2020-11-16,2020-11-26,27.60
54088804,"       (2020 WC)",Y,N,,956,2020-11-16,2020-11-26,27.60
54088803,"       (2020 WD)",Y,N,,739,2020-11-16,2020-12-10,28.23
54088805,"       (2020 WG)",Y,Y,,1.46e+03,2020-11-11,2024-12-08,21.64
54088807,"       (2020 WH)",Y,N,,434,2020-11-16,2020-11-17,25.20
54088808,"       (2020 WJ)",Y,N,,1.4e+03,2020-11-16,2020-11-25,23.00
54088810,"       (2020 WK)",Y,N,,717,2020-11-11,2020-12-19,25.64
54088811,"       (2020 WL)",Y,N,,456,2020-11-14,2020-11-23,24.50
54088813,"       (2020 WM)",Y,N,,260,2020-11-16,2020-11-26,25.00
54088812,"       (2020 WN)",Y,N,,615,2020-11-16,2020-11-22,27.40
54088814,"       (2020 WO)",Y,N,,647,2020-11-12,2020-12-04,25.84
54088815,"       (2020 WP)",Y,N,,1.03e+03,2020-11-16,2020-12-06,24.20
54088816,"       (2020 WQ)",Y,N,,788,2020-10-20,2021-03-09,24.16
54088817,"       (2020 WR)",Y,N,,324,2020-11-14,2020-11-23,27.50
54088818,"       (2020 WS)",Y,N,,1.6e+03,2020-09-27,2021-01-18,19.96
54088819,"       (2020 WV)",Y,N,,588,2020-11-14,2020-12-04,23.80
54088820,"       (2020 WW)",Y,N,,790,2020-11-16,2021-02-24,21.16
54088821,"       (2020 WX)",Y,N,,572,2020-11-16,2020-12-14,23.60
54088822,"       (2020 WY)",Y,N,,376,2020-01-22,2021-01-16,26.20
54088823,"       (2020 WZ)",Y,N,,933,2020-11-17,2020-11-25,26.90
54088824,"       (2020 WA1)",Y,N,,1.47e+03,2020-11-17,2020-11-21,28.70
54090615,"       (2020 WD1)",Y,N,,495,2017-04-06,2021-03-01,23.50
54090616,"       (2020 WE1)",Y,N,,1.39e+03,2020-11-16,2020-12-02,22.30
54090617,"       (2020 WF1)",Y,N,,382,2020-11-17,2020-11-28,23.70
54090618,"       (2020 WG1)",Y,N,,1.35e+03,2020-10-14,2020-12-18,22.00
54090619,"       (2020 WH1)",Y,N,,996,2020-11-11,2020-12-06,24.59
54090620,"       (2020 WJ1)",Y,N,,1.75e+03,2020-11-13,2020-12-26,19.88
54090621,"       (2020 WK1)",Y,N,,425,2020-11-18,2020-11-22,27.40
54091629,"       (2020 WL1)",Y,N,,946,2008-01-11,2026-01-15,20.07
54091631,"       (2020 WM1)",Y,N,,642,2006-04-30,2025-03-30,21.44
54091632,"       (2020 WN1)",Y,N,,787,2020-11-17,2020-11-21,26.10
54091633,"       (2020 WP1)",Y,Y,,859,2013-11-09,2021-03-13,20.16
54091634,"       (2020 WQ1)",Y,N,,1.36e+03,2020-11-14,2021-01-07,22.89
54091635,"       (2020 WR1)",Y,N,,282,2020-11-18,2020-12-06,24.45
54091636,"       (2020 WS1)",Y,N,,1.08e+03,2020-11-19,2020-11-21,27.10
54091637,"       (2020 WT1)",Y,N,,619,2020-11-19,2020-11-21,26.50
54091638,"       (2020 WU1)",Y,N,,622,2020-11-16,2020-11-26,25.30
54091639,"       (2020 WX1)",Y,N,,1.76e+03,2020-11-14,2020-11-22,21.30
54091650,"       (2020 WZ1)",Y,N,,388,2020-11-17,2021-12-29,20.40
54091651,"       (2020 WB2)",Y,N,,1.66e+03,2020-11-19,2020-12-17,23.40
54091652,"       (2020 WC2)",Y,N,,1.1e+03,2020-11-19,2020-11-28,24.99
54091653,"       (2020 WD2)",Y,N,,744,2020-11-19,2020-11-23,27.50
54091654,"       (2020 WE2)",Y,N,,818,2020-11-11,2020-12-07,21.90
54091655,"       (2020 WF2)",Y,N,,1.62e+03,2020-11-19,2020-12-19,22.10
54091656,"       (2020 WG2)",Y,N,,975,2020-11-20,2020-11-21,27.20
54091657,"       (2020 WH2)",Y,N,,1.71e+03,2020-11-18,2021-02-05,20.00
54091658,"       (2020 WK2)",Y,N,,815,2020-11-20,2020-11-25,23.70
54091660,"       (2020 WL2)",Y,N,,1.41e+03,2020-10-16,2020-11-26,22.33
54091661,"       (2020 WM2)",Y,N,,985,2020-11-20,2020-11-25,25.10
54092466,"       (2020 WS2)",Y,N,,1.72e+03,2020-11-20,2020-12-06,24.60
54092904,"       (2020 WT2)",Y,Y,,568,2010-01-08,2021-06-30,21.05
54092903,"       (2020 WU2)",Y,N,,1.81e+03,2020-11-20,2020-12-22,22.80
54092905,"       (2020 WV2)",Y,N,,1.24e+03,2020-11-20,2020-12-05,23.10
54092906,"       (2020 WW2)",Y,N,,559,2020-11-20,2020-11-22,24.70
54092907,"       (2020 WX2)",Y,N,,1.03e+03,2020-11-21,2020-11-26,26.90
54092908,"       (2020 WY2)",Y,N,,1.26e+03,2020-11-20,2020-12-15,21.80
54092909,"       (2020 WZ2)",Y,N,,442,2020-11-22,2020-11-28,28.10
54092910,"       (2020 WA3)",Y,N,,633,2020-11-18,2020-12-10,26.59
54092911,"       (2020 WB3)",Y,Y,,1.42e+03,2020-10-17,2025-01-30,20.22
54092912,"       (2020 WC3)",Y,N,,605,2015-12-28,2025-11-30,22.49
54092915,"       (2020 WE3)",Y,N,,658,2020-11-21,2020-12-20,25.25
54092913,"       (2020 WF3)",Y,N,,403,2020-11-21,2021-01-12,23.40
54092914,"       (2020 WG3)",Y,N,,1.23e+03,2020-11-21,2020-12-14,24.20
54092916,"       (2020 WH3)",Y,N,,856,2020-11-22,2020-11-23,26.60
54092917,"       (2020 WJ3)",Y,N,,320,2020-11-15,2020-11-27,23.16
54092918,"       (2020 WK3)",Y,N,,634,2020-11-22,2020-12-15,25.00
54093076,"       (2020 WL3)",Y,N,,1.68e+03,2020-11-20,2021-03-03,18.85
54093077,"       (2020 WM3)",Y,N,,1.5e+03,2015-07-15,2025-02-25,18.71
54093078,"       (2020 WN3)",Y,N,,1.49e+03,2020-11-20,2024-12-19,19.55
54093080,"       (2020 WO3)",Y,N,,237,2020-11-10,2020-12-24,23.01
54093079,"       (2020 WP3)",Y,N,,594,2020-11-19,2020-11-23,24.60
54093081,"       (2020 WQ3)",Y,N,,516,2020-11-08,2021-02-07,25.80
54093082,"       (2020 WR3)",Y,N,,453,2020-11-14,2020-11-28,25.00
54093090,"       (2020 WT3)",Y,N,,677,2014-09-28,2025-09-30,18.86
54093091,"       (2020 WU3)",Y,N,,300,2020-11-22,2020-11-24,23.30
54093092,"       (2020 WV3)",Y,N,,802,2020-11-23,2020-11-24,28.00
54093093,"       (2020 WW3)",Y,N,,337,2020-11-20,2020-11-29,25.60
54093097,"       (2020 WX3)",Y,N,,918,2020-11-23,2020-11-29,26.85
54093094,"       (2020 WY3)",Y,N,,778,2020-11-23,2020-11-29,27.80
54093095,"       (2020 WZ3)",Y,N,,390,2020-11-14,2021-02-06,26.21
54093096,"       (2020 WA4)",Y,N,,642,2020-11-23,2020-11-24,27.40
54093098,"       (2020 WB4)",Y,N,,602,2020-11-24,2020-12-02,26.60
54093099,"       (2020 WC4)",Y,N,,531,2020-11-24,2020-11-27,28.90
54093100,"       (2020 WE4)",Y,N,,623,2020-11-23,2020-12-15,23.40
54093102,"       (2020 WH4)",Y,N,,1.73e+03,2020-11-14,2020-12-14,25.00
54095164,"       (2020 WJ4)",Y,N,,951,2012-10-10,2025-11-23,20.92
54095165,"       (2020 WN4)",Y,N,,651,2020-11-12,2021-05-07,22.68
54095166,"       (2020 WP4)",Y,N,,845,2020-11-15,2020-12-12,22.10
54095167,"       (2020 WQ4)",Y,N,,1e+03,2020-11-25,2020-11-25,26.50
54095168,"       (2020 WR4)",Y,N,,976,2020-11-24,2020-12-07,26.00
54095169,"       (2020 WS4)",Y,N,,936,2020-11-24,2020-11-26,26.60
54095170,"       (2020 WT4)",Y,N,,296,2020-11-23,2020-12-09,27.79
54095171,"       (2020 WU4)",Y,N,,936,2020-11-23,2020-11-25,26.60
54095172,"       (2020 WV4)",Y,N,,623,2020-11-23,2020-12-22,24.50
54095178,"       (2020 WW4)",Y,N,,872,2020-11-23,2020-12-18,21.80
54095179,"       (2020 WX4)",Y,N,,2.29e+03,2020-11-23,2020-12-22,21.80
54095180,"       (2020 WY4)",Y,N,,1.03e+03,2020-11-25,2020-11-26,28.90
54095181,"       (2020 WZ4)",Y,N,,434,2020-11-17,2020-12-21,24.36
54095182,"       (2020 WA5)",Y,Y,,1.05e+03,2020-11-25,2021-04-16,21.78
54095183,"       (2020 WB5)",Y,N,,1.22e+03,2020-11-20,2023-09-20,20.51
54095188,"       (2020 WC5)",Y,N,,621,2020-11-25,2026-01-22,20.15
54096093,"       (2020 WD5)",Y,N,,903,2020-11-18,2020-12-02,22.20
54096094,"       (2020 WE5)",Y,N,,1.29e+03,2020-11-26,2020-12-05,24.00
54096095,"       (2020 WF5)",Y,N,,595,2020-11-27,2020-12-09,27.78
54096096,"       (2020 WG5)",Y,N,,501,2020-11-27,2020-12-11,27.75
54096431,"       (2020 WL5)",Y,Y,,1.34e+03,2020-11-28,2020-12-17,21.40
54096432,"       (2020 WM5)",Y,Y,,1.74e+03,2020-11-28,2021-02-17,20.19
54096684,"       (2020 WN5)",Y,N,,464,2020-11-12,2020-11-18,27.96
54096938,"       (2020 WR5)",Y,N,,866,2020-11-26,2020-12-11,20.26
54097467,"       (2020 WS5)",Y,N,,1.54e+03,2020-11-27,2021-01-11,20.78
54097669,"       (2020 WT5)",Y,N,,740,2018-11-30,2025-02-25,22.25
54097670,"       (2020 WU5)",Y,Y,,398,2011-03-28,2023-06-27,18.70
54097871,"       (2020 WV5)",Y,N,,1.31e+03,2020-11-22,2021-06-14,20.27
54098021,"       (2020 WW5)",Y,N,,416,2020-11-20,2021-01-04,28.74
54098702,"       (2020 WZ5)",Y,N,,1.01e+03,2020-11-24,2020-12-16,26.30
54099599,"       (2020 WA6)",Y,N,,1.21e+03,2017-10-30,2021-05-30,20.21
54417743,"       (2020 WN24)",Y,N,,1.06e+03,2020-11-17,2024-04-03,21.21
54097667,"       (2020 XA)",Y,N,,854,2020-11-23,2020-12-03,23.50
54097668,"       (2020 XB)",Y,N,,1.45e+03,2020-12-01,2020-12-17,25.20
54097863,"       (2020 XC)",Y,N,,331,2020-12-03,2020-12-14,29.04
54097864,"       (2020 XD)",Y,N,,1.43e+03,2020-11-08,2020-12-17,25.56
54097865,"       (2020 XE)",Y,N,,1.46e+03,2020-12-03,2020-12-10,26.24
54097866,"       (2020 XF)",Y,N,,320,2020-12-04,2021-01-04,26.84
54097868,"       (2020 XG)",Y,N,,322,2020-12-02,2020-12-09,28.14
54097869,"       (2020 XH)",Y,N,,1.05e+03,2020-12-04,2020-12-24,24.59
54097870,"       (2020 XJ)",Y,N,,644,2020-12-04,2020-12-22,25.30
54097872,"       (2020 XK)",Y,N,,1.25e+03,2020-12-04,2021-01-15,24.72
54097873,"       (2020 XL)",Y,N,,819,2020-12-04,2020-12-07,23.80
54097964,"       (2020 XM)",Y,N,,825,2020-11-10,2021-01-02,22.13
54097965,"       (2020 XN)",Y,N,,1.05e+03,2020-11-24,2020-12-13,24.60
54097966,"       (2020 XO)",Y,N,,409,2020-12-05,2020-12-12,24.00
54097968,"       (2020 XP)",Y,Y,,1.04e+03,2020-11-17,2023-08-13,21.88
54097967,"       (2020 XQ)",Y,Y,,981,2020-11-10,2021-01-02,21.45
54097970,"       (2020 XS)",Y,N,,537,2017-12-14,2023-12-08,21.22
54097971,"       (2020 XU)",Y,N,,427,2020-11-25,2020-12-24,22.96
54097972,"       (2020 XV)",Y,N,,558,2020-12-05,2021-01-05,23.89
54097973,"       (2020 XW)",Y,N,,680,2020-12-05,2021-01-18,24.80
54097974,"       (2020 XX)",Y,N,,448,2020-12-05,2020-12-07,26.60
54097975,"       (2020 XY)",Y,N,,858,2020-12-05,2021-02-24,25.31
54097976,"       (2020 XZ)",Y,N,,1.23e+03,2020-12-05,2020-12-18,26.10
54097978,"       (2020 XB1)",Y,N,,1.34e+03,2020-12-06,2020-12-18,26.30
54097979,"       (2020 XC1)",Y,N,,657,2020-12-06,2020-12-14,27.00
54097980,"       (2020 XD1)",Y,N,,760,2020-12-06,2020-12-19,27.10
54097981,"       (2020 XE1)",Y,N,,736,2020-12-05,2020-12-08,26.68
54097982,"       (2020 XF1)",Y,N,,749,2020-12-05,2021-01-03,21.73
54098015,"       (2020 XG1)",Y,N,,525,2020-12-05,2021-05-19,21.80
54098016,"       (2020 XH1)",Y,N,,1.06e+03,2020-12-06,2023-08-16,22.98
54098017,"       (2020 XJ1)",Y,N,,594,2020-11-11,2021-01-03,23.38
54098018,"       (2020 XK1)",Y,N,,762,2020-12-06,2020-12-08,30.60
54098019,"       (2020 XL1)",Y,N,,435,2020-12-05,2020-12-06,28.40
54098020,"       (2020 XM1)",Y,N,,273,2020-12-06,2023-12-15,21.52
54098022,"       (2020 XN1)",Y,N,,1.55e+03,2017-04-20,2024-12-23,19.67
54098023,"       (2020 XO1)",Y,N,,1.14e+03,2020-12-06,2020-12-09,23.80
54098024,"       (2020 XP1)",Y,N,,425,2020-12-06,2020-12-17,24.30
54098025,"       (2020 XQ1)",Y,N,,1.08e+03,2020-12-05,2020-12-09,25.64
54098026,"       (2020 XR1)",Y,N,,267,2020-12-06,2020-12-19,23.80
54098027,"       (2020 XS1)",Y,N,,603,2020-12-06,2020-12-08,23.80
54098028,"       (2020 XT1)",Y,N,,630,2020-12-06,2020-12-08,24.90
54098701,"       (2020 XU1)",Y,N,,993,2020-11-11,2021-01-17,22.24
54098703,"       (2020 XA2)",Y,N,,472,2020-11-19,2020-12-13,24.99
54098704,"       (2020 XB2)",Y,N,,855,2020-12-06,2020-12-17,26.05
54098705,"       (2020 XC2)",Y,N,,843,2020-12-06,2020-12-19,21.50
54098707,"       (2020 XD2)",Y,N,,600,2020-12-07,2020-12-21,24.30
54098706,"       (2020 XE2)",Y,N,,1.26e+03,2020-12-07,2021-02-07,24.29
54098710,"       (2020 XF2)",Y,N,,560,2020-12-07,2020-12-09,25.30
54098711,"       (2020 XG2)",Y,N,,545,2020-12-08,2020-12-09,27.90
54098712,"       (2020 XH2)",Y,N,,339,2020-12-08,2020-12-17,27.10
54098708,"       (2020 XJ2)",Y,N,,1.47e+03,2020-12-07,2021-01-03,24.30
54098709,"       (2020 XK2)",Y,N,,630,2020-12-07,2020-12-18,23.20
54098713,"       (2020 XL2)",Y,N,,653,2020-11-27,2020-12-17,24.00
54098714,"       (2020 XM2)",Y,N,,1.25e+03,2020-12-06,2021-01-08,19.71
54099342,"       (2020 XN2)",Y,N,,1.09e+03,2020-12-08,2023-12-15,23.38
54099343,"       (2020 XO2)",Y,N,,595,2020-12-08,2020-12-22,24.80
54099344,"       (2020 XP2)",Y,N,,381,2020-12-07,2025-07-27,22.12
54099345,"       (2020 XQ2)",Y,N,,537,2020-12-08,2020-12-17,22.70
54099596,"       (2020 XR2)",Y,N,,959,2020-11-23,2021-06-01,21.25
54099597,"       (2020 XS2)",Y,N,,1.52e+03,2020-12-05,2020-12-21,24.90
54099598,"       (2020 XT2)",Y,N,,494,2020-11-25,2025-05-01,24.75
54099600,"       (2020 XV2)",Y,N,,1.71e+03,2020-12-09,2021-03-06,23.42
54099601,"       (2020 XW2)",Y,N,,642,2020-12-07,2021-02-07,25.00
54099602,"       (2020 XY2)",Y,N,,889,2020-11-14,2020-12-18,23.20
54099603,"       (2020 XZ2)",Y,N,,790,2020-12-07,2020-12-22,22.30
54099605,"       (2020 XA3)",Y,N,,1.35e+03,2020-12-08,2020-12-20,24.50
54099606,"       (2020 XB3)",Y,N,,1.09e+03,2020-12-09,2020-12-13,27.50
54099607,"       (2020 XC3)",Y,N,,1.09e+03,2020-12-09,2023-12-19,22.55
54099608,"       (2020 XD3)",Y,N,,541,2020-12-09,2020-12-20,25.60
54099609,"       (2020 XE3)",Y,N,,1.67e+03,2020-12-06,2020-12-19,24.90
54099610,"       (2020 XF3)",Y,N,,642,2020-12-09,2020-12-23,25.61
54099611,"       (2020 XG3)",Y,N,,1.35e+03,2020-12-09,2020-12-19,25.10
54099612,"       (2020 XH3)",Y,N,,843,2020-12-09,2021-02-02,20.50
54099613,"       (2020 XJ3)",Y,N,,265,2020-12-09,2020-12-21,25.70
54099614,"       (2020 XK3)",Y,N,,325,2020-12-09,2021-01-12,21.73
54099615,"       (2020 XL3)",Y,Y,,999,2020-12-09,2021-01-04,21.27
54099616,"       (2020 XM3)",Y,N,,394,2020-12-06,2021-01-12,22.72
54099617,"       (2020 XN3)",Y,N,,1.07e+03,2020-12-05,2020-12-22,22.90
54099621,"       (2020 XP3)",Y,N,,408,2020-12-07,2020-12-12,24.70
54099620,"       (2020 XQ3)",Y,N,,1.39e+03,2020-12-07,2021-02-06,24.90
54099619,"       (2020 XR3)",Y,N,,602,2020-12-05,2020-12-21,22.60
54099618,"       (2020 XS3)",Y,N,,671,2020-12-08,2020-12-18,25.10
54099634,"       (2020 XT3)",Y,N,,409,2020-11-21,2020-12-12,22.60
54099635,"       (2020 XU3)",Y,N,,1.34e+03,2020-12-08,2021-01-11,22.27
54099636,"       (2020 XV3)",Y,N,,360,2020-12-09,2024-12-04,22.87
54099637,"       (2020 XW3)",Y,N,,379,2020-12-09,2020-12-19,25.68
54099638,"       (2020 XX3)",Y,N,,587,2020-12-10,2020-12-18,28.48
54099640,"       (2020 XZ3)",Y,N,,681,2020-12-09,2024-04-23,20.74
54099641,"       (2020 XA4)",Y,N,,1.49e+03,2017-01-03,2024-12-02,21.07
54099642,"       (2020 XB4)",Y,N,,419,2020-12-09,2020-12-19,23.79
54099644,"       (2020 XC4)",Y,N,,475,2020-12-09,2021-01-06,26.00
54099643,"       (2020 XD4)",Y,N,,588,2012-12-21,2024-09-09,20.14
54099646,"       (2020 XE4)",Y,N,,418,2020-12-11,2020-12-15,25.50
54099647,"       (2020 XF4)",Y,N,,396,2020-12-05,2020-12-16,27.57
54099645,"       (2020 XG4)",Y,N,,555,2020-12-06,2021-01-02,23.01
54099648,"       (2020 XH4)",Y,N,,653,2020-12-10,2021-01-06,23.27
54099942,"       (2020 XJ4)",Y,N,,497,2020-09-10,2020-12-18,24.70
54099946,"       (2020 XR4)",Y,N,,567,2012-04-13,2026-05-20,22.31
54099944,"       (2020 XS4)",Y,N,,575,2020-11-17,2020-12-13,27.10
54099945,"       (2020 XT4)",Y,N,,709,2017-01-23,2022-12-28,21.17
54099947,"       (2020 XU4)",Y,N,,702,2020-12-12,2020-12-16,27.90
54099948,"       (2020 XV4)",Y,N,,520,2020-12-12,2020-12-23,25.46
54099949,"       (2020 XW4)",Y,N,,1.46e+03,2016-11-27,2025-01-04,21.25
54099950,"       (2020 XY4)",Y,N,,293,2020-12-11,2024-12-18,26.93
54099951,"       (2020 XZ4)",Y,N,,466,2020-12-11,2020-12-27,24.89
54100190,"       (2020 XA5)",Y,N,,272,2017-11-24,2024-01-17,24.29
54100191,"       (2020 XB5)",Y,N,,1.45e+03,2020-12-09,2020-12-23,23.88
54100192,"       (2020 XC5)",Y,N,,1.31e+03,2020-12-10,2021-01-13,20.88
54100194,"       (2020 XE5)",Y,N,,686,2020-12-10,2020-12-20,24.71
54100195,"       (2020 XF5)",Y,N,,1.03e+03,2020-12-07,2020-12-14,25.45
54100196,"       (2020 XG5)",Y,N,,529,2020-12-12,2020-12-21,27.10
54100197,"       (2020 XJ5)",Y,N,,551,2020-12-09,2023-12-06,25.07
54100198,"       (2020 XK5)",Y,N,,1.52e+03,2020-12-12,2020-12-19,23.77
54100200,"       (2020 XM5)",Y,N,,784,2020-12-11,2024-06-30,20.38
54100201,"       (2020 XN5)",Y,N,,640,2020-12-12,2021-01-18,22.29
54100202,"       (2020 XS5)",Y,N,,492,2020-12-09,2020-12-18,26.70
54100203,"       (2020 XT5)",Y,N,,710,2020-11-10,2025-11-17,19.50
54100204,"       (2020 XW5)",Y,N,,760,2020-12-07,2020-12-20,24.90
54100285,"       (2020 XY5)",Y,N,,1.38e+03,2020-11-22,2021-01-13,23.06
54100284,"       (2020 XZ5)",Y,N,,606,2020-10-20,2020-12-18,25.70
54100286,"       (2020 XA6)",Y,N,,570,2020-12-13,2020-12-22,24.11
54100287,"       (2020 XB6)",Y,N,,644,2020-12-14,2020-12-22,22.70
54100289,"       (2020 XC6)",Y,N,,782,2020-12-14,2020-12-22,24.70
54100288,"       (2020 XD6)",Y,N,,408,2020-12-14,2020-12-22,25.20
54100290,"       (2020 XE6)",Y,Y,,1.37e+03,2020-07-24,2021-01-12,19.99
54100291,"       (2020 XF6)",Y,N,,1.52e+03,2020-12-11,2021-02-17,22.52
54100292,"       (2020 XG6)",Y,N,,462,2020-12-14,2020-12-21,24.40
54100293,"       (2020 XH6)",Y,N,,791,2020-12-14,2020-12-21,26.90
54100294,"       (2020 XJ6)",Y,N,,576,2020-12-14,2020-12-19,27.30
54100295,"       (2020 XK6)",Y,N,,605,2020-12-14,2020-12-22,25.30
54100574,"       (2020 XL6)",Y,N,,586,2020-12-06,2020-12-24,25.27
54100576,"       (2020 XM6)",Y,N,,649,2020-12-06,2020-12-22,25.80
54100577,"       (2020 XO6)",Y,N,,698,2020-12-07,2020-12-20,25.40
54100578,"       (2020 XP6)",Y,N,,1.29e+03,2020-12-14,2020-12-18,26.30
54100579,"       (2020 XQ6)",Y,N,,345,2020-12-14,2021-01-04,22.79
54100580,"       (2020 XR6)",Y,N,,1.7e+03,2020-12-14,2020-12-20,22.93
54100581,"       (2020 XU6)",Y,Y,,1.2e+03,2020-12-14,2021-06-30,21.04
54100582,"       (2020 XV6)",Y,N,,1.06e+03,2020-12-15,2023-12-09,22.72
54100583,"       (2020 XW6)",Y,N,,663,2020-12-04,2020-12-21,26.30
54100584,"       (2020 XX6)",Y,N,,281,2020-12-15,2020-12-19,24.00
54100586,"       (2020 XY6)",Y,N,,664,2020-12-14,2020-12-17,25.30
54100617,"       (2020 XZ6)",Y,N,,764,2020-12-15,2021-03-08,24.20
54100618,"       (2020 XA7)",Y,N,,916,2020-12-14,2025-12-21,19.84
54100622,"       (2020 XB7)",Y,N,,1.16e+03,2020-12-15,2021-01-16,24.43
54100623,"       (2020 XC7)",Y,N,,1.52e+03,2020-12-15,2021-02-01,20.48
54101665,"       (2020 XD7)",Y,N,,444,2020-12-05,2021-04-02,25.40
54104897,"       (2020 XM7)",Y,N,,820,2020-12-11,2021-01-09,22.60
54104896,"       (2020 XN7)",Y,N,,844,2020-12-04,2021-01-08,22.80
54100585,"       (2020 YA)",Y,N,,1.08e+03,2020-12-05,2020-12-20,25.80
54100616,"       (2020 YB)",Y,N,,330,2020-12-16,2020-12-21,28.90
54100615,"       (2020 YC)",Y,N,,331,2020-12-16,2020-12-22,25.87
54100614,"       (2020 YD)",Y,N,,871,2020-12-05,2021-01-03,25.01
54100619,"       (2020 YE)",Y,N,,1.46e+03,2020-12-06,2020-12-21,24.15
54100620,"       (2020 YF)",Y,N,,297,2020-12-17,2020-12-23,28.82
54100621,"       (2020 YG)",Y,N,,1.38e+03,2020-12-16,2020-12-20,28.20
54100624,"       (2020 YH)",Y,N,,233,2020-12-16,2023-01-09,21.98
54100625,"       (2020 YJ)",Y,N,,592,2020-12-16,2020-12-22,23.33
54100626,"       (2020 YK)",Y,N,,393,2020-12-16,2020-12-21,21.76
54100627,"       (2020 YL)",Y,N,,1.44e+03,2020-12-17,2020-12-24,27.00
54100628,"       (2020 YM)",Y,N,,1.11e+03,2020-12-17,2020-12-23,26.79
54100629,"       (2020 YN)",Y,N,,452,2020-12-17,2020-12-22,27.70
54100630,"       (2020 YO)",Y,N,,939,2020-12-17,2020-12-18,29.40
54100692,"       (2020 YP)",Y,N,,303,2020-12-16,2020-12-22,24.60
54100693,"       (2020 YS)",Y,N,,596,2020-12-07,2024-09-10,21.63
54100694,"       (2020 YT)",Y,N,,262,2020-12-08,2020-12-20,25.51
54100696,"       (2020 YU)",Y,N,,247,2020-12-17,2020-12-20,25.50
54100695,"       (2020 YV)",Y,N,,553,2020-12-17,2020-12-25,25.04
54100697,"       (2020 YW)",Y,N,,371,2019-12-03,2023-12-15,23.03
54100698,"       (2020 YZ)",Y,N,,382,2020-12-11,2023-12-08,21.46
54100904,"       (2020 YA1)",Y,N,,329,2020-12-17,2021-01-02,26.75
54100906,"       (2020 YB1)",Y,N,,470,2020-12-17,2020-12-22,26.80
54100905,"       (2020 YC1)",Y,N,,762,2020-12-18,2020-12-19,26.80
54101341,"       (2020 YD1)",Y,N,,576,2020-12-18,2021-01-16,24.35
